Date,Region,Place,Trigger,Weak Layer,Depth,Width,Vertical,Aspect,Elevation,Coordinates,Caught,Carried,Buried - Partly,Buried - Fully,Injured,Killed
3/15/2016,Salt Lake,East Couloir,Skier,New Snow/Old Snow Interface,"8""",30',400',East,"9,900'","40.628040810696, -111.666176371020",,,,,,
3/12/2016,Logan,Box Canyon Headwall,Natural,New Snow/Old Snow Interface,"12""",45',500',East,"9,400'","41.962482870025, -111.653301753360",,,,,,
3/10/2016,SE Idaho,Franklin Basin,Snowboarder,New Snow,"6""",50',600',East,"9,400'",,,,,,,
3/10/2016,Logan,Franklin Basin,Snowboarder,New Snow,"12""",60',800',East,"9,300'",,,,,,,
3/10/2016,Logan,Old Logway Canyon,Natural,New Snow/Old Snow Interface,,100',800',East,"8,500'","41.671729790771, -112.023296393700",,,,,,
3/9/2016,Moab,La Sal Mountains,Skier,Facets,"12""",60',200',Northeast,"11,000'","38.449514770352, -109.261286296300",1,1,,,1,
3/9/2016,Provo,Timpanogos,Skier,New Snow/Old Snow Interface,"12""",40',500',Northeast,"10,000'",,,,,,,
3/9/2016,Salt Lake,Maybird Gulch,Skier,New Snow/Old Snow Interface,"4""",80',400',East,"10,400'","40.546482347163, -111.709284834280",,,,,,
3/6/2016,Logan,Central Wood Camp Bowls,Natural,Wet grains,,45',350',Northeast,"7,400'","41.817217863835, -111.675810858610",,,,,,
3/5/2016,Salt Lake,Little Cottonwood Canyon,Natural,,,,,North,"7,500'",,,,,,,
2/28/2016,Logan,East Faces-Wellsville Range,Natural,New Snow/Old Snow Interface,,,,East,"9,000'",,,,,,,
2/27/2016,Salt Lake,Murdock Pk,Skier,Facets,"6""",40',500',Northeast,"9,500'",,,,,,,
2/24/2016,Salt Lake,West Bowl,Unknown,Ground Interface,3',100',400',North,"9,900'",,,,,,,
2/23/2016,Salt Lake,Ivory Chute,Skier,Density Change,"12""",25',500',West,"9,900'",,,,,,,
2/23/2016,Salt Lake,Coalpit 4,Natural,,,,800',Northeast,,"40.561921127811, -111.742930485730",,,,,,
2/22/2016,Salt Lake,Diving Board,Natural,Ground Interface,5',200',"1,250'",,"10,400'","40.599673311131, -111.721515685850",,,,,,
2/21/2016,Salt Lake,Mill B South,Natural,Ground Interface,"4""",50',200',Northeast,"8,400'",,,,,,,
2/21/2016,Uintas,Gold Hill,Snowmobiler,Depth Hoar,3.5',100',150',Northwest,"10,000'","40.812343654415, -110.908447117780",,,,,,
2/20/2016,Salt Lake,Mill B South,Natural,Ground Interface,4',30',50',Northeast,"8,300'","40.607579378848, -111.702213965240",,,,,,
2/19/2016,Salt Lake,Great White Icicle,Natural,,"6""",25',250',Northeast,"6,700'","40.567252679336, -111.763508608900",,,,,,
2/19/2016,Logan,"Providence Peak, East Face",Natural,,,,,East,"9,500'","41.704115888232, -111.712529226080",,,,,,
2/19/2016,Skyline,Jordan Canyon,Snowmobiler,Facets,2.5',200',500',Northeast,"10,500'","39.519868239043, -111.293521063270",1,,,,,
2/18/2016,Salt Lake,Ferguson Canyon,Natural,,,,,,,"40.612144438334, -111.774930602610",,,,,,
2/18/2016,Salt Lake,Broads Fork,Natural,Ground Interface,2.5',150',500',East,"9,000'","40.605529699932, -111.719455857110",,,,,,
2/18/2016,Skyline,GE Hill,Natural,New Snow,"5""",20',20',Northeast,"9,800'","39.629272146444, -111.329698600140",,,,,,
2/18/2016,Salt Lake,Mother in Law,Natural,New Snow/Old Snow Interface,,,200',East,"9,600'","40.666609172248, -111.602811865240",,,,,,
2/17/2016,Salt Lake,Bonkers,Natural,Ground Interface,3',100',"1,000'",Northeast,"9,800'","40.604631595483, -111.721665911090",,,,,,
2/16/2016,Logan,Logan River below Temple Fork,Natural,Ground Interface,2',80',800',North,"6,600'","41.832280449237, -111.592876963060",,,,,,
2/15/2016,Salt Lake,No Name Bowl,Skier,New Snow/Old Snow Interface,"6""",150',700',Northeast,"9,400'","40.634741890336, -111.561516596800",,,,,,
2/15/2016,Logan,River Trail,Natural,Wet grains,,30',200',North,"5,300'","41.741755756929, -111.765053324140",,,,,,
2/15/2016,Salt Lake,Squaretop,Skier,,2',50',250',East,"9,700'",,,,,,,
2/15/2016,Logan,2nd Dam,Natural,Ground Interface,,50',,North,,,,,,,,
2/15/2016,Logan,Dugway,Natural,Wet grains,"18""",25',400',West,"6,200'","41.825252491527, -111.598563125670",,,,,,
2/15/2016,Logan,Green canyon,Natural,,"12""",20',500',North,"6,200'","41.766310473037, -111.759678155690",,,,,,
2/15/2016,Ogden,Hells Canyon,Unknown,,5',15',,Northeast,"7,700'",,,,,,,
2/15/2016,Provo,Diamond Fork,Natural,,,,,,"6,000'",,,,,,,
2/13/2016,Skyline,Lake Canyon,Snowmobiler,Facets,2',500',400',Northeast,"9,900'","39.572337107867, -111.285195416930",,,,,,
2/13/2016,,,Unknown,Facets,2',60',125',Northeast,"9,800'","38.711631005662, -111.720118912780",,,,,,
2/13/2016,Moab,Moab,Snowboarder,Density Change,"11""",45',70',North,"10,900'","38.467188051709, -109.229164211460",,,,,,
2/13/2016,Skyline,Seeley Canyon,Snowmobiler,Facets,"20""",400',500',East,"10,400'","39.515018781741, -111.302490279090",,,,,,
2/13/2016,Uintas,Co-op Creek,Snowmobiler,Ground Interface,2.5',250',250',Northeast,"9,800'",,,,,,,
2/10/2016,Salt Lake,Park City area mountians,Natural,,,,,South,"7,000'","40.741144368874, -111.576118506750",,,,,,
2/8/2016,Logan,Valhalla Face,Natural,New Snow/Old Snow Interface,,40',300',South,"7,500'","41.779359414195, -111.675267759380",,,,,,
2/8/2016,Logan,Logan Dry (North Side),Natural,Wet grains,,,800',South,"7,800'","41.724298202616, -111.744711443790",,,,,,
2/7/2016,Provo,Hobble Creek Left Fork,,,,,,,"7,800'",,,,,,,
2/7/2016,Salt Lake,The Tube,Natural,,,40',200',North,"9,300'",,,,,,,
2/7/2016,SE Idaho,Bear Lake,Natural,Depth Hoar,,250',150',East,"7,100'","42.013717997369, -111.440227090780",,,,,,
2/6/2016,Skyline,Jolleys Hole,Snowmobiler,Facets,3',125',80',Northeast,,"39.278515947283, -111.482623480740",1,1,,,,
2/5/2016,Salt Lake,Scotties Bowl,Skier,Density Change,"5""",35',20',North,"9,800'","40.562166662813, -111.673514909240",,,,,,
2/5/2016,Uintas,Upper Weber Canyon,Skier,Facets,2.5',70',600',East,"9,200'",,,,,,,
2/5/2016,Salt Lake,Broads Fork,Natural,Ground Interface,,50',800',Northeast,"9,500'","40.603510562560, -111.722266733110",,,,,,
2/3/2016,Skyline,Chute Camp Site,Skier,Facets,"20""",100',600',Northeast,"9,000'","39.570212699594, -111.188163802040",1,1,1,,1,
2/2/2016,Salt Lake,No Name Bowl,Skier,Facets,3',80',700',Northeast,"9,400'",,,,,,,
2/2/2016,Provo,Pioneer Peak,Natural,New Snow/Old Snow Interface,"18""",150',450',East,"10,200'","40.580340291123, -111.588456725720",,,,,,
2/1/2016,Uintas,Upper Weber Canyon,Natural,Depth Hoar,2.5',50',400',Northeast,"10,500'",,,,,,,
2/1/2016,Logan,Oscar Mayer,Natural,Depth Hoar,4',175',800',North,"8,900'","41.708526930919, -111.740570105860",,,,,,
2/1/2016,Salt Lake,No Name Bowl,Natural,Facets,2',100',700',Northeast,"9,400'",,,,,,,
1/31/2016,Salt Lake,Pointy Peak,Skier,Facets,3',45',300',Northwest,"9,100'","40.681035109898, -111.598269411350",1,1,,1,,1
1/31/2016,Logan,Beaver Mountain Backside,Snowboarder,New Snow/Old Snow Interface,"7""",50',150',Northeast,"8,000'",,,,,,,
1/30/2016,Logan,Logan Dry Canyon,Snowshoer,New Snow/Old Snow Interface,"14""",15',50',Northwest,"5,600'","41.728714699372, -111.788249053320",1,1,,,,
1/30/2016,Logan,Mitton Peak,Natural,,,200',,North,,"41.608771941334, -111.992404203700",,,,,,
1/30/2016,Moab,Gold Basin,Skier,,"9""",25',80',Northeast,"10,000'","38.455706533021, -109.261007368110",1,,,,,
1/30/2016,Logan,East Faces-Wellsville Range,Natural,New Snow/Old Snow Interface,,,"2,250'",East,"9,000'","41.675364062354, -112.013855003590",,,,,,
1/29/2016,Provo,Provo,Unknown,,,,,North,,,,,,,,
1/27/2016,Salt Lake,Gobblers Knob,,Facets,,175',"1,500'",,"9,300'",,,,,,,
1/27/2016,Uintas,Currant Creek,Snowmobiler,,10',125',400',Southwest,"9,500'","40.387724414320, -111.181002325510",1,1,,1,,
1/27/2016,Ogden,Ben Lomond,,,,,,,,"41.358063891235, -111.963901550090",,,,,,
1/27/2016,Salt Lake,Brighton Perimeter,Snowboarder,,"8""",40',125',Northeast,"9,400'",,1,,,,,
1/27/2016,Logan,Wildcat Bowl,Skier,New Snow/Old Snow Interface,"11""",40',400',East,"8,000'","41.823651268901, -111.669416465130",,,,,,
1/26/2016,Salt Lake,Argenta,Skier,Depth Hoar,4.5',30',600',Northwest,"9,800'",,,,,,,
1/26/2016,Salt Lake,Holy Toledo,Skier,Facets,2.5',250',"1,000'",Northwest,"10,300'",,1,1,1,,1,
1/26/2016,Provo,Silver Creek,Natural,Facets,3',600',,Southwest,"11,000'","40.593021421000, -111.724476866150",,,,,,
1/26/2016,Salt Lake,Superior,Skier,New Snow/Old Snow Interface,"21""",80',250',,"11,000'",,,,,,,
1/26/2016,Salt Lake,Davenport Hill,Skier,,"17""",70',400',North,"10,100'","40.599942702264, -111.621244063090",,1,,,,
1/26/2016,Salt Lake,Silver Fork Headwall,Skier,Depth Hoar,2.5',60',350',North,"9,900'","40.598655258081, -111.627777802090",,,,,,
1/26/2016,Skyline,Cove Creek,Snowmobiler,Facets,4',350',100',East,"10,200'","39.203378878150, -111.470933005220",,,,,,
1/26/2016,Salt Lake,Gobblers Knob,Natural,Facets,,150',700',North,"10,000'",,,,,,,
1/26/2016,Salt Lake,Wolverine Cirque,Natural,New Snow/Old Snow Interface,,125',350',Northeast,"10,500'","40.586190127373, -111.607081963580",,,,,,
1/26/2016,Ogden,Snowbasin Backcountry,Snowboarder,,"8""",20',,Northeast,"9,300'",,1,1,,,,
1/25/2016,Logan,Box Canyon Headwall,Natural,New Snow/Old Snow Interface,"14""",80',500',East,"9,500'","41.962738153070, -111.654288799090",,,,,,
1/25/2016,Uintas,Uintas,Snowmobiler,Depth Hoar,7',500',"1,000'",North,"9,900'",,,,,,,
1/25/2016,Salt Lake,Patsy Marly,Unknown,New Snow/Old Snow Interface,,500',,Northeast,"10,300'","40.589547410415, -111.608004607530",,,,,,
1/25/2016,Salt Lake,West Monitor,Natural,New Snow,"15""",125',800',Northeast,"10,100'",,,,,,,
1/25/2016,Salt Lake,Back Bowls,Natural,New Snow/Old Snow Interface,2.5',250',400',North,"9,800'","40.589220523639, -111.600537373560",,,,,,
1/25/2016,Uintas,Upper Weber Canyon,Natural,,2',,,Southeast,"10,500'",,,,,,,
1/24/2016,Salt Lake,Wilson Chutes,Natural,Facets,,,,Northeast,"10,000'",,,,,,,
1/24/2016,Salt Lake,Lambs,,,,,,,"7,500'",,,,,,,
1/24/2016,Salt Lake,Dry Fork of AF,Skier,,"10""",80',250',Southeast,"10,500'","40.575467298683, -111.599464489970",,,,,,
1/24/2016,Skyline,BBQ Bowl,Natural,Facets,3',700',700',Northeast,"10,300'","39.508330769467, -111.318411871800",,,,,,
1/24/2016,Salt Lake,Elbow Fork,Natural,Facets,3',600',"1,500'",Southwest,"9,700'","40.656990160730, -111.704295932700",,,,,,
1/24/2016,Salt Lake,Gobblers Knob,Natural,Facets,2',"1,000'","1,750'",Southeast,"9,500'","40.664477253964, -111.681711739990",,,,,,
1/24/2016,Salt Lake,Mill A,Natural,Facets,,800',"1,500'",Northwest,"9,700'","40.670214219492, -111.689790567920",,,,,,
1/23/2016,Logan,Fairgrounds,Snowmobiler,Facets,2.5',300',450',Southeast,"9,300'","41.711395047619, -111.715422660710",,,,,,
1/22/2016,Uintas,Uintas,Skier,,,,,North,"8,600'","40.573472818451, -111.058224025510",,,,,,
1/22/2016,Salt Lake,West Bowl,Unknown,Depth Hoar,,250',,North,"9,900'","40.599094434663, -111.625428244470",,,,,,
1/22/2016,Salt Lake,Upper Days,Skier,New Snow/Old Snow Interface,"2""",100',300',Northeast,"10,200'",,,,,,,
1/22/2016,Salt Lake,Mill Creek Ridgeline,Natural,Density Change,,20',200',Northeast,"9,000'",,,,,,,
1/21/2016,Southwest,Niotche Creek,,,4',200',40',Northeast,"9,800'","38.741760868864, -111.648194827410",,,,,,
1/21/2016,Salt Lake,Gobblers Knob,Skier,Facets,"18""",600',"1,250'",South,"10,000'","40.666951474815, -111.685399884810",2,2,1,1,1,1
1/21/2016,Provo,Three Temptations,Snowmobiler,Facets,"18""",150',,South,"8,600'","40.504007606192, -111.677865674310",,,,,,
1/21/2016,Logan,South Hollow,Snowmobiler,Facets,3',600',600',Southeast,"8,800'","41.699235243736, -111.691775359480",,,,,,
1/21/2016,Logan,Rodeo Grounds,Snowmobiler,Facets,4',50',200',East,"9,500'","41.712769816247, -111.714799434460",1,1,1,,,
1/21/2016,Logan,Rodeo Grounds,Snow Bike,Depth Hoar,4.5',70',,East,"9,400'","41.712032997721, -111.715443179000",,,,,,
1/21/2016,SE Idaho,Worm Creek,Natural,,"2""","1,500'",200',Southeast,,"42.141258635999, -111.560883566740",,,,,,
1/21/2016,Provo,Provo Peak,Explosive,,,,,East,"10,600'",,,,,,,
1/21/2016,Provo,Provo,Explosive,,,"1,000'",,,,,,,,,,
1/21/2016,Provo,Cascade Ridge line,Snowmobiler,Facets,"21""",200',250',East,"10,100'","40.264430377878, -111.542279822500",,,,,,
1/21/2016,Skyline,Jolleys Hole,Snowmobiler,Facets,4',,,Northeast,"10,200'","39.285272404907, -111.458702132110",,,,,,
1/20/2016,Salt Lake,Cinder Chutes,Skier,,,,,Northeast,"9,400'",,,,,,,
1/20/2016,Salt Lake,Jedediah,Explosive,,,,,,,,,,,,,
1/20/2016,Salt Lake,Meadows,Skier,Facets,"8""",200',200',East,"8,700'","40.620866740213, -111.620050640930",,,,,,
1/20/2016,Salt Lake,Home Run,Natural,,,,,Northeast,"9,300'",,,,,,,
1/20/2016,Logan,Old Logway,Natural,,,,"2,250'",East,,"41.676473940088, -112.011537575000",,,,,,
1/20/2016,Salt Lake,Little Cottonwood Canyon,Skier,,"16""",30',30',North,"8,500'","40.587400554611, -111.644868902600",1,1,1,,,
1/20/2016,Uintas,Uintas,Skier,New Snow,"6""",25',100',Northeast,"10,000'","40.677380047031, -111.161910368930",,,,,,
1/20/2016,Provo,Provo Peak,Natural,,,,,East,"10,000'",,,,,,,
1/20/2016,Salt Lake,Mineral Fork,Natural,Facets,"10""",300',400',East,"9,000'",,,,,,,
1/20/2016,Skyline,Chute Camp Site,Natural,Facets,2.5',125',700',Northeast,"8,500'","39.569069331631, -111.184966616090",,,,,,
1/20/2016,Salt Lake,Limber Pine,,,,,,,,,,,,,,
1/20/2016,Salt Lake,Grizzly Gulch,Skier,New Snow,"8""",90',50',,"9,400'","40.594663780025, -111.615428983610",,,,,,
1/20/2016,Salt Lake,Catchers Mit,Natural,Density Change,"12""",175',,Northeast,"9,900'","40.623573378365, -111.667442366470",,,,,,
1/20/2016,Salt Lake,Cardiac Ridge,Natural,,,150',900',Northeast,"10,600'",,,,,,,
1/20/2016,Salt Lake,West Monitor,Natural,Facets,3',700',800',Northeast,"10,000'","40.638164441728, -111.575775191180",,,,,,
1/20/2016,Salt Lake,Porter Fork,Natural,,,50',,East,"10,100'","40.656138331622, -111.700573012230",,,,,,
1/20/2016,Salt Lake,Cardiac Bowl,Natural,,2',400',900',Northeast,"10,900'",,,,,,,
1/20/2016,Salt Lake,South Monitor Bowl,Natural,Facets,,70',200',North,"9,800'","40.632562892675, -111.574487730860",,,,,,
1/20/2016,Salt Lake,Kessler Peak,Natural,Facets,,,"1,500'",East,"10,100'",,,,,,,
1/20/2016,Salt Lake,west porter,Skier,New Snow,,,500',North,"9,000'",,,,,,,
1/20/2016,Salt Lake,No Name Bowl,Natural,Facets,"14""",600',700',Northeast,"9,400'",,,,,,,
1/20/2016,Logan,Ham Hollow,Natural,Facets,,600',"1,250'",South,"8,600'","41.822462985969, -111.677548930050",,,,,,
1/20/2016,Salt Lake,Reynolds Pk,Skier,Density Change,"13""",400',700',East,"9,200'","40.664102114784, -111.643753096450",,,,,,
1/20/2016,Salt Lake,Scotts Peak,Natural,Facets,2',175',800',Northeast,"10,000'",,,,,,,
1/20/2016,Salt Lake,West Monitor,Natural,,,,,,"10,000'",,,,,,,
1/20/2016,Salt Lake,Monte Cristo,Explosive,,5.5',,,Southeast,"11,000'",,,,,,,
1/20/2016,Salt Lake,West Desolation Ridge,Natural,,,"2,500'",,Northeast,"9,600'",,,,,,,
1/20/2016,Salt Lake,Limber Pine,Natural,,3.5',,,South,,,,,,,,
1/19/2016,Salt Lake,Park City Ridgeline,Skier,,"20""",70',,Northeast,"9,600'",,,,,,,
1/19/2016,Provo,Big Springs,Skier,Facets,"18""",250',500',East,"9,700'","40.276978465006, -111.541657499690",,,,,,
1/19/2016,Salt Lake,Days Draw,Skier,Facets,2',80',450',Northeast,"9,900'","40.614256052858, -111.644716138480",,,,,,
1/19/2016,Salt Lake,Twin Lakes Pass,Unknown,Facets,2',60',150',Northeast,"10,300'",,,,,,,
1/19/2016,Logan,Christmas Tree Bowl,Snowmobiler,Facets,4',600',600',East,"9,700'","41.918558050498, -111.674673594790",,,,,,
1/19/2016,Logan,White Pine Lake,Snowmobiler,Facets,2',150',600',South,"9,000'","41.926901041781, -111.657571851670",,,,,,
1/19/2016,Salt Lake,Scotties Bowl,Snowboarder,New Snow/Old Snow Interface,"12""",60',60',Northwest,"9,100'",,1,1,,,,
1/19/2016,Logan,"Tony Grove Lake, North",Skier,Facets,3',100',300',Southeast,"8,500'","41.899835527412, -111.646499678500",,,,,,
1/19/2016,Logan,South Face of Steam Mill,Snowmobiler,Facets,2.5',175',250',South,"8,500'","41.947206585896, -111.622209586460",1,,,,,
1/19/2016,Salt Lake,Two Dogs,Snowboarder,Depth Hoar,"18""",100',300',North,,"40.600320709030, -111.643152317560",,,,,,
1/19/2016,Logan,Bullen Hole Peak,Natural,Facets,4',,,East,"9,600'","41.931131473561, -111.669673964370",,,,,,
1/19/2016,Salt Lake,MacDonalds Draw,Skier,,2.5',100',,Northeast,"9,600'",,1,1,,,,
1/18/2016,Salt Lake,Wilson Glade,Skier,Ground Interface,,150',300',Northeast,"9,700'","40.676008530042, -111.671884176460",,,,,,
1/18/2016,Skyline,Rolfson,Snowmobiler,Facets,,,,Northeast,"9,800'","39.552519324021, -111.298799573860",,,,,,
1/18/2016,Logan,"Providence Peak, East Face",Unknown,New Snow,"15""",70',350',East,"9,200'",,,,,,,
1/18/2016,Salt Lake,Banana Days,Natural,Facets,2',150',"1,000'",East,"10,100'",,,,,,,
1/18/2016,Salt Lake,No Name Bowl,Unknown,Facets,2',30',600',North,"9,400'",,,,,,,
1/18/2016,Salt Lake,Gobblers Knob,Natural,Facets,,,,Northeast,"10,000'","40.667096934885, -111.683192297810",,,,,,
1/18/2016,Provo,Major Evans,Natural,Facets,"18""",200',500',East,"9,500'","40.532217583793, -111.648173398470",,,,,,
1/17/2016,Salt Lake,Rocky Point,Skier,Facets,4',100',350',East,"10,400'",,,,,,,
1/17/2016,Logan,Beaver Mountain Backside,Skier,New Snow/Old Snow Interface,"15""",30',50',Northeast,"6,900'","41.954360985063, -111.543738893900",,,,,,
1/17/2016,Provo,Ant Knolls,Snowmobiler,New Snow/Old Snow Interface,2',400',500',Northeast,"9,500'",,,1,,,,
1/17/2016,Ogden,Ogden Canyon,Natural,,,20',,North,,"41.239429404802, -111.903987575450",,,,,,
1/16/2016,Ogden,Cutler Ridge,Skier,New Snow,"12""",70',30',Northeast,"8,200'","41.367726325247, -111.950275985780",,,,,,
1/16/2016,Salt Lake,Depth Hoar Bowl,Natural,New Snow/Old Snow Interface,"12""",30',"1,500'",East,"9,800'",,,,,,,
1/16/2016,Logan,White Pine Knob,Snowboarder,New Snow,2',200',350',Southeast,"8,800'","41.920448100390, -111.628818599800",,,,,,
1/16/2016,Salt Lake,Lookout Peak,Unknown,Facets,2',125',350',North,"8,700'","40.836346536126, -111.728596746390",1,1,1,,,
1/16/2016,Salt Lake,Meadows,Skier,Depth Hoar,"15""",45',150',East,"9,500'",,,,,,,
1/16/2016,Salt Lake,Lookout Peak,Skier,Ground Interface,"20""",100',250',North,"8,500'","40.836280572748, -111.726794287560",1,1,1,,,
1/15/2016,Salt Lake,Two Dogs,Skier,Depth Hoar,"18""",40',150',North,"10,200'","40.599779725418, -111.642980613080",1,,,,,
1/13/2016,Salt Lake,Maybird Gulch,Natural,New Snow,"10""",40',150',East,"10,000'","40.539754063318, -111.706323675530",,,,,,
1/13/2016,Salt Lake,Cardiac Bowl,Natural,,,,,,"10,800'","40.592752311135, -111.666240736830",,,,,,
1/12/2016,Salt Lake,Emma Ridges,Natural,,"6""",50',,South,"9,500'",,,,,,,
1/11/2016,Salt Lake,Dry Fork of AF,Skier,Facets,"14""",100',80',South,"10,500'","40.563861478778, -111.605279511920",,,,,,
1/11/2016,Salt Lake,Wolverine,Skier,New Snow/Old Snow Interface,,150',350',Southwest,"10,400'","40.583647462434, -111.610322072030",,,,,,
1/11/2016,Logan,Bear River Range,,,,,,,,,,,,,,
1/10/2016,Salt Lake,Upper Days,Skier,,,200',300',North,"9,700'",,,,,,,
1/10/2016,Salt Lake,Red Baldy,,,,,,,,,,,,,,
1/10/2016,Salt Lake,Days Fork,Skier,New Snow/Old Snow Interface,"1""",40',,Northwest,"9,800'","40.608259368320, -111.629912976990",1,1,,,,
1/10/2016,Salt Lake,Crow Chute,Skier,,"10""",20',600',East,"10,000'","40.627821975830, -111.664438299560",,,,,,
1/10/2016,Salt Lake,Two Dogs,Skier,Facets,"13""",,,Northeast,"10,200'","40.600125647922, -111.643015075800",,,,,,
1/9/2016,Salt Lake,Holy Toledo,Skier,Facets,"12""",40',300',West,"9,500'","40.599055709659, -111.648495335400",,,,,,
1/9/2016,Salt Lake,Argenta,Snowboarder,New Snow,"12""",30',200',North,"10,000'","40.625636081355, -111.670477963710",1,1,,,,
1/8/2016,Provo,Timpanogos,Unknown,,,,,Southwest,"10,500'","40.380976472461, -111.643624328870",,,,,,
1/8/2016,Salt Lake,Toledo Bowl,Natural,New Snow/Old Snow Interface,"10""",,,Southeast,"10,200'","40.598034400976, -111.647572562090",,,,,,
1/8/2016,Uintas,Weber Canyon,Skier,Facets,"14""",30',100',Northwest,"10,500'",,,,,,,
1/8/2016,Salt Lake,Stupid Chute,Natural,Facets,"20""",60',150',North,"9,800'","40.588878868004, -111.601138224290",,,,,,
1/7/2016,Salt Lake,Superior,Skier,New Snow,"6""",50',"2,000'",Southeast,"10,800'",,,,,,,
1/7/2016,Salt Lake,Meadows,Skier,Facets,2.5',50',300',Northeast,"9,300'","40.614799025335, -111.626780128100",1,,,,,
1/7/2016,Salt Lake,Little Superior,Skier,Facets,"12""",50',200',Northeast,"9,800'","40.595543692081, -111.661992139320",,,,,,
1/2/2016,Salt Lake,Murdock Pk,Skier,,8',200',,North,"9,300'","40.694195371665, -111.603241155210",,,,,,
1/1/2016,Salt Lake,Cardiac Bowl,Skier,New Snow,"6""",,20',North,"9,600'","40.605513343611, -111.657400183110",,,,,,
1/1/2016,Logan,Central Wood Camp Bowls,Natural,,"12""",80',300',Southwest,"8,200'","41.817886904984, -111.681046509040",,,,,,
1/1/2016,Provo,Provo Canyon,,,,,,North,,"40.331389782749, -111.648328962980",,,,,,
1/1/2016,Salt Lake,Salt Lake,Natural,,,,,,"10,800'",,,,,,,
1/1/2016,Salt Lake,Cardiac Bowl,,,,,,,,"40.602404978209, -111.649513270670",,,,,,
1/1/2016,Salt Lake,Cardiff Fork,,,,,,,,,,,,,,
1/1/2016,Salt Lake,Little Water,Unknown,Depth Hoar,3',250',,Northeast,"9,400'","40.671937632748, -111.627445578680",,,,,,
1/1/2016,Salt Lake,Cardiac Ridge,,,,,,,,,,,,,,
1/1/2016,Provo,Provo Canyon,,,,,,,,,,,,,,
1/1/2016,Skyline,Skyline,,,,,,,,,,,,,,
1/1/2016,Logan,Millville Peak,Skier,Facets,"12""",50',,North,,,,,,,,
1/1/2016,Salt Lake,East Bowl,Unknown,,,500',"1,000'",West,"10,000'","40.601375350272, -111.617403096650",,,,,,
